Age,Age_Group,Attrition,Attrition_Flag,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Income_Group,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,Experience_Group,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Group2,Income Band,Tenure Group,Promotion Status,Experience Group
29,Young,Yes,1,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,2760,Low,14630,1,Y,No,13,3,3,80,0,2,Entry Level,3,3,2,2,2,2,25-34,< $3k,2-3 yrs,1-2 yrs since promotion,0-2 yrs
29,Young,No,0,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753,4,Male,70,4,2,Healthcare Representative,3,Single,6294,Low,23060,8,Y,Yes,12,3,4,80,0,10,Junior Level,5,4,3,2,0,2,25-34,$6k-$10k,2-3 yrs,Promoted this year,6-10 yrs
30,Mid-Career,No,0,Travel_Rarely,979,Sales,15,2,Marketing,1,1754,3,Male,94,2,3,Sales Executive,1,Divorced,7140,Low,3088,2,Y,No,11,3,1,80,1,12,Mid Level,2,3,7,7,1,7,25-34,$6k-$10k,6-10 yrs,1-2 yrs since promotion,11-20 yrs
34,Mid-Career,No,0,Travel_Rarely,181,Research & Development,2,4,Medical,1,1755,4,Male,97,4,1,Research Scientist,4,Married,2932,Low,5586,0,Y,Yes,14,3,1,80,3,6,Junior Level,3,3,5,0,1,2,25-34,< $3k,4-5 yrs,1-2 yrs since promotion,6-10 yrs
33,Mid-Career,No,0,Non-Travel,1283,Sales,2,3,Marketing,1,1756,4,Female,62,3,2,Sales Executive,2,Single,5147,Low,10697,8,Y,No,15,3,4,80,0,13,Mid Level,2,2,11,7,1,7,25-34,$3k-$6k,10+ yrs,1-2 yrs since promotion,11-20 yrs
49,Senior,No,0,Travel_Rarely,1313,Sales,11,4,Marketing,1,1757,4,Female,80,3,2,Sales Executive,4,Single,4507,Low,8191,3,Y,No,12,3,3,80,0,8,Junior Level,1,4,5,1,0,4,45-54,$3k-$6k,4-5 yrs,Promoted this year,6-10 yrs
33,Mid-Career,Yes,1,Travel_Rarely,211,Sales,16,3,Life Sciences,1,1758,1,Female,74,3,3,Sales Executive,1,Single,8564,Medium,10092,2,Y,Yes,20,4,3,80,0,11,Mid Level,2,2,0,0,0,0,25-34,$6k-$10k,0-1 yrs,Promoted this year,11-20 yrs
38,Mid-Career,No,0,Travel_Frequently,594,Research & Development,2,2,Medical,1,1760,3,Female,75,2,1,Laboratory Technician,2,Married,2468,Low,15963,4,Y,No,14,3,2,80,1,9,Junior Level,4,2,6,1,0,5,35-44,< $3k,6-10 yrs,Promoted this year,6-10 yrs
31,Mid-Career,Yes,1,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,1,Male,70,3,3,Sales Executive,3,Married,8161,Medium,19002,2,Y,No,13,3,1,80,3,10,Junior Level,2,3,1,0,0,0,25-34,$6k-$10k,0-1 yrs,Promoted this year,6-10 yrs
29,Young,No,0,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,1762,4,Female,91,2,1,Research Scientist,1,Divorced,2109,Low,10007,1,Y,No,13,3,3,80,1,1,Entry Level,2,3,1,0,0,0,25-34,< $3k,0-1 yrs,Promoted this year,0-2 yrs
30,Mid-Career,No,0,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,1763,3,Male,58,4,2,Healthcare Representative,3,Married,5294,Low,9128,3,Y,No,16,3,3,80,1,10,Junior Level,3,3,7,0,1,7,25-34,$3k-$6k,6-10 yrs,1-2 yrs since promotion,6-10 yrs
32,Mid-Career,No,0,Non-Travel,953,Research & Development,5,4,Technical Degree,1,1764,2,Male,65,3,1,Research Scientist,2,Single,2718,Low,17674,2,Y,No,14,3,2,80,0,12,Mid Level,3,3,7,7,0,7,25-34,< $3k,6-10 yrs,Promoted this year,11-20 yrs
38,Mid-Career,No,0,Travel_Rarely,833,Research & Development,18,3,Medical,1,1766,2,Male,60,1,2,Healthcare Representative,4,Married,5811,Low,24539,3,Y,Yes,16,3,3,80,1,15,Mid Level,2,3,1,0,1,0,35-44,$3k-$6k,0-1 yrs,1-2 yrs since promotion,11-20 yrs
43,Senior,Yes,1,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,1767,3,Male,38,2,1,Research Scientist,3,Married,2437,Low,15587,9,Y,Yes,16,3,4,80,1,6,Junior Level,4,3,1,0,0,0,35-44,< $3k,0-1 yrs,Promoted this year,6-10 yrs
42,Senior,No,0,Travel_Rarely,855,Research & Development,12,3,Medical,1,1768,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,Low,8952,8,Y,No,22,4,2,80,3,7,Junior Level,6,2,5,3,0,4,35-44,< $3k,4-5 yrs,Promoted this year,6-10 yrs
55,Senior,No,0,Travel_Rarely,478,Research & Development,2,3,Medical,1,1770,3,Male,60,2,5,Research Director,1,Married,19038,High,19805,8,Y,No,12,3,2,80,3,34,Senior Level,2,3,1,0,0,0,55+,$15k+,0-1 yrs,Promoted this year,20+ yrs
33,Mid-Career,No,0,Non-Travel,775,Research & Development,4,3,Technical Degree,1,1771,4,Male,90,3,2,Research Scientist,2,Divorced,3055,Low,6194,5,Y,No,15,3,4,80,2,11,Mid Level,2,2,9,8,1,7,25-34,$3k-$6k,6-10 yrs,1-2 yrs since promotion,11-20 yrs
41,Senior,No,0,Travel_Rarely,548,Research & Development,9,4,Life Sciences,1,1772,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289,Low,20520,1,Y,No,20,4,2,80,2,5,Entry Level,2,3,5,3,0,4,35-44,< $3k,4-5 yrs,Promoted this year,3-5 yrs
34,Mid-Career,No,0,Non-Travel,1375,Sales,10,3,Life Sciences,1,1774,4,Male,87,3,2,Sales Executive,3,Divorced,4001,Low,12313,1,Y,Yes,14,3,3,80,1,15,Mid Level,3,3,15,14,0,7,25-34,$3k-$6k,10+ yrs,Promoted this year,11-20 yrs
53,Senior,No,0,Non-Travel,661,Research & Development,1,4,Medical,1,1775,1,Female,60,2,4,Manufacturing Director,3,Married,12965,Medium,22308,4,Y,Yes,20,4,4,80,3,27,Senior Level,2,2,3,2,0,2,45-54,$10k-$15k,2-3 yrs,Promoted this year,20+ yrs
43,Senior,No,0,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1,1778,2,Male,97,3,1,Human Resources,4,Single,3539,Low,5033,0,Y,No,13,3,2,80,0,10,Junior Level,5,3,9,7,1,8,35-44,$3k-$6k,6-10 yrs,1-2 yrs since promotion,6-10 yrs
34,Mid-Career,No,0,Travel_Rarely,511,Sales,3,2,Life Sciences,1,1779,4,Female,32,1,2,Sales Executive,4,Single,6029,Low,25353,5,Y,No,12,3,1,80,0,6,Junior Level,3,3,2,2,2,2,25-34,$6k-$10k,2-3 yrs,1-2 yrs since promotion,6-10 yrs
21,Young,Yes,1,Travel_Rarely,337,Sales,7,1,Marketing,1,1780,2,Male,31,3,1,Sales Representative,2,Single,2679,Low,4567,1,Y,No,13,3,2,80,0,1,Entry Level,3,3,1,0,1,0,Under 25,< $3k,0-1 yrs,1-2 yrs since promotion,0-2 yrs
38,Mid-Career,No,0,Travel_Rarely,1153,Research & Development,6,2,Other,1,1782,4,Female,40,2,1,Laboratory Technician,3,Married,3702,Low,16376,1,Y,No,11,3,2,80,1,5,Entry Level,3,3,5,4,0,4,35-44,$3k-$6k,4-5 yrs,Promoted this year,3-5 yrs
22,Young,Yes,1,Travel_Rarely,1294,Research & Development,8,1,Medical,1,1783,3,Female,79,3,1,Laboratory Technician,1,Married,2398,Low,15999,1,Y,Yes,17,3,3,80,0,1,Entry Level,6,3,1,0,0,0,Under 25,< $3k,0-1 yrs,Promoted this year,0-2 yrs
31,Mid-Career,No,0,Travel_Rarely,196,Sales,29,4,Marketing,1,1784,1,Female,91,2,2,Sales Executive,4,Married,5468,Low,13402,1,Y,No,14,3,1,80,2,13,Mid Level,3,3,12,7,5,7,25-34,$3k-$6k,10+ yrs,3-5 yrs since promotion,11-20 yrs
51,Senior,No,0,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,1786,1,Female,53,3,3,Manager,3,Married,13116,Medium,22984,2,Y,No,11,3,4,80,0,15,Mid Level,2,3,2,2,2,2,45-54,$10k-$15k,2-3 yrs,1-2 yrs since promotion,11-20 yrs
37,Mid-Career,No,0,Travel_Rarely,589,Sales,9,2,Marketing,1,1787,2,Male,46,2,2,Sales Executive,2,Married,4189,Low,8800,1,Y,No,14,3,1,80,2,5,Entry Level,2,3,5,2,0,3,35-44,$3k-$6k,4-5 yrs,Promoted this year,3-5 yrs
46,Senior,No,0,Travel_Rarely,734,Research & Development,2,4,Medical,1,1789,3,Male,46,3,5,Research Director,4,Divorced,19328,High,14218,7,Y,Yes,17,3,3,80,1,24,Senior Level,3,3,2,1,2,2,45-54,$15k+,2-3 yrs,1-2 yrs since promotion,20+ yrs
36,Mid-Career,No,0,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,1790,4,Male,90,3,3,Healthcare Representative,1,Married,8321,Medium,25949,7,Y,Yes,13,3,4,80,1,15,Mid Level,1,3,12,8,5,7,35-44,$6k-$10k,10+ yrs,3-5 yrs since promotion,11-20 yrs
44,Senior,Yes,1,Travel_Frequently,429,Research & Development,1,2,Medical,1,1792,3,Male,99,3,1,Research Scientist,2,Divorced,2342,Low,11092,1,Y,Yes,12,3,3,80,3,6,Junior Level,2,2,5,3,2,3,35-44,< $3k,4-5 yrs,1-2 yrs since promotion,6-10 yrs
37,Mid-Career,No,0,Travel_Rarely,1239,Human Resources,8,2,Other,1,1794,3,Male,89,3,2,Human Resources,2,Divorced,4071,Low,12832,2,Y,No,13,3,3,80,0,19,Mid Level,4,2,10,0,4,7,35-44,$3k-$6k,6-10 yrs,3-5 yrs since promotion,11-20 yrs
35,Mid-Career,Yes,1,Travel_Rarely,303,Sales,27,3,Life Sciences,1,1797,3,Male,84,3,2,Sales Executive,4,Single,5813,Low,13492,1,Y,Yes,18,3,4,80,0,10,Junior Level,2,3,10,7,7,7,35-44,$3k-$6k,6-10 yrs,5+ yrs since promotion,6-10 yrs
33,Mid-Career,No,0,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,1798,4,Male,90,4,1,Research Scientist,1,Married,3143,Low,6076,6,Y,No,19,3,2,80,1,14,Mid Level,1,3,10,8,7,6,25-34,$3k-$6k,6-10 yrs,5+ yrs since promotion,11-20 yrs
28,Young,No,0,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,1799,3,Male,82,3,1,Research Scientist,4,Married,2044,Low,5531,1,Y,No,11,3,3,80,1,5,Entry Level,6,4,5,3,0,3,25-34,< $3k,4-5 yrs,Promoted this year,3-5 yrs
39,Mid-Career,No,0,Travel_Rarely,1253,Research & Development,10,1,Medical,1,1800,3,Male,65,3,3,Research Director,3,Single,13464,Medium,7914,7,Y,No,21,4,3,80,0,9,Junior Level,3,3,4,3,2,2,35-44,$10k-$15k,4-5 yrs,1-2 yrs since promotion,6-10 yrs
46,Senior,No,0,Non-Travel,849,Sales,26,2,Life Sciences,1,1801,2,Male,98,2,2,Sales Executive,2,Single,7991,Medium,25166,8,Y,No,15,3,3,80,0,6,Junior Level,3,3,2,2,2,2,45-54,$6k-$10k,2-3 yrs,1-2 yrs since promotion,6-10 yrs
40,Senior,No,0,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1,1802,3,Female,99,3,1,Laboratory Technician,1,Married,3377,Low,25605,4,Y,No,17,3,4,80,1,7,Junior Level,5,2,4,3,0,2,35-44,$3k-$6k,4-5 yrs,Promoted this year,6-10 yrs
42,Senior,No,0,Travel_Rarely,1128,Research & Development,13,3,Medical,1,1803,2,Male,95,4,2,Healthcare Representative,1,Married,5538,Low,5696,5,Y,No,18,3,3,80,2,10,Junior Level,2,2,0,0,0,0,35-44,$3k-$6k,0-1 yrs,Promoted this year,6-10 yrs
35,Mid-Career,No,0,Non-Travel,1180,Research & Development,2,2,Medical,1,1804,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762,Low,24442,2,Y,No,14,3,3,80,1,15,Mid Level,6,3,7,7,1,7,35-44,$3k-$6k,6-10 yrs,1-2 yrs since promotion,11-20 yrs
38,Mid-Career,No,0,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1805,1,Male,100,3,1,Human Resources,2,Divorced,2592,Low,7129,5,Y,No,13,3,4,80,3,13,Mid Level,3,3,11,10,3,8,35-44,< $3k,10+ yrs,3-5 yrs since promotion,11-20 yrs
34,Mid-Career,Yes,1,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1,1807,4,Male,93,3,2,Laboratory Technician,1,Married,5346,Low,6208,4,Y,No,17,3,3,80,1,11,Mid Level,3,2,7,1,0,7,25-34,$3k-$6k,6-10 yrs,Promoted this year,11-20 yrs
37,Mid-Career,Yes,1,Travel_Rarely,370,Research & Development,10,4,Medical,1,1809,4,Male,58,3,2,Manufacturing Director,1,Single,4213,Low,4992,1,Y,No,15,3,2,80,0,10,Junior Level,4,1,10,3,0,8,35-44,$3k-$6k,6-10 yrs,Promoted this year,6-10 yrs
39,Mid-Career,No,0,Travel_Frequently,766,Sales,20,3,Life Sciences,1,1812,3,Male,83,3,2,Sales Executive,4,Divorced,4127,Low,19188,2,Y,No,18,3,4,80,1,7,Junior Level,6,3,2,1,2,2,35-44,$3k-$6k,2-3 yrs,1-2 yrs since promotion,6-10 yrs
43,Senior,No,0,Non-Travel,343,Research & Development,9,3,Life Sciences,1,1813,1,Male,52,3,1,Research Scientist,3,Single,2438,Low,24978,4,Y,No,13,3,3,80,0,7,Junior Level,2,2,3,2,1,2,35-44,< $3k,2-3 yrs,1-2 yrs since promotion,6-10 yrs
41,Senior,No,0,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1,1814,2,Male,85,4,2,Healthcare Representative,2,Single,6870,Low,15530,3,Y,No,12,3,1,80,0,11,Mid Level,3,1,3,2,1,2,35-44,$6k-$10k,2-3 yrs,1-2 yrs since promotion,11-20 yrs
41,Senior,No,0,Travel_Rarely,796,Sales,4,1,Marketing,1,1815,3,Female,81,3,3,Sales Executive,3,Divorced,10447,Medium,26458,0,Y,Yes,13,3,4,80,1,23,Senior Level,3,4,22,14,13,5,35-44,$10k-$15k,10+ yrs,5+ yrs since promotion,20+ yrs
30,Mid-Career,No,0,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1816,1,Female,64,3,3,Manufacturing Director,3,Single,9667,Medium,2739,9,Y,No,14,3,2,80,0,9,Junior Level,3,3,7,7,0,2,25-34,$6k-$10k,6-10 yrs,Promoted this year,6-10 yrs
26,Young,Yes,1,Travel_Rarely,920,Human Resources,20,2,Medical,1,1818,4,Female,69,3,1,Human Resources,2,Married,2148,Low,6889,0,Y,Yes,11,3,3,80,0,6,Junior Level,3,3,5,1,1,4,25-34,< $3k,4-5 yrs,1-2 yrs since promotion,6-10 yrs
46,Senior,Yes,1,Travel_Rarely,261,Research & Development,21,2,Medical,1,1821,4,Female,66,3,2,Healthcare Representative,2,Married,8926,Medium,10842,4,Y,No,22,4,4,80,1,13,Mid Level,2,4,9,7,3,7,45-54,$6k-$10k,6-10 yrs,3-5 yrs since promotion,11-20 yrs
40,Senior,No,0,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,1,1822,3,Female,52,3,2,Healthcare Representative,4,Divorced,6513,Low,9060,4,Y,No,17,3,4,80,1,12,Mid Level,3,3,5,3,0,3,35-44,$6k-$10k,4-5 yrs,Promoted this year,11-20 yrs
34,Mid-Career,No,0,Travel_Rarely,810,Sales,8,2,Technical Degree,1,1823,2,Male,92,4,2,Sales Executive,3,Married,6799,Low,22128,1,Y,No,21,4,3,80,2,10,Junior Level,5,3,10,8,4,8,25-34,$6k-$10k,6-10 yrs,3-5 yrs since promotion,6-10 yrs
58,Senior,No,0,Non-Travel,350,Sales,2,3,Medical,1,1824,2,Male,52,3,4,Manager,2,Divorced,16291,High,22577,4,Y,No,22,4,4,80,1,37,Senior Level,0,2,16,9,14,14,55+,$15k+,10+ yrs,5+ yrs since promotion,20+ yrs
35,Mid-Career,No,0,Travel_Rarely,185,Research & Development,23,4,Medical,1,1826,2,Male,91,1,1,Laboratory Technician,3,Married,2705,Low,9696,0,Y,No,16,3,2,80,1,6,Junior Level,2,4,5,4,0,3,35-44,< $3k,4-5 yrs,Promoted this year,6-10 yrs
47,Senior,No,0,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,1,1827,3,Female,92,2,3,Manufacturing Director,2,Divorced,10333,Medium,19271,8,Y,Yes,12,3,3,80,1,28,Senior Level,4,3,22,11,14,10,45-54,$10k-$15k,10+ yrs,5+ yrs since promotion,20+ yrs
40,Senior,No,0,Travel_Rarely,750,Research & Development,12,3,Life Sciences,1,1829,2,Female,47,3,2,Healthcare Representative,1,Divorced,4448,Low,10748,2,Y,No,12,3,2,80,1,15,Mid Level,3,3,7,4,7,7,35-44,$3k-$6k,6-10 yrs,5+ yrs since promotion,11-20 yrs
54,Senior,No,0,Travel_Rarely,431,Research & Development,7,4,Medical,1,1830,4,Female,68,3,2,Research Scientist,4,Married,6854,Low,15696,4,Y,No,15,3,2,80,1,14,Mid Level,2,2,7,1,1,7,45-54,$6k-$10k,6-10 yrs,1-2 yrs since promotion,11-20 yrs
31,Mid-Career,No,0,Travel_Frequently,1125,Sales,7,4,Marketing,1,1833,1,Female,68,3,3,Sales Executive,1,Married,9637,Medium,8277,2,Y,No,14,3,4,80,2,9,Junior Level,3,3,3,2,2,2,25-34,$6k-$10k,2-3 yrs,1-2 yrs since promotion,6-10 yrs
28,Young,No,0,Travel_Rarely,1217,Research & Development,1,3,Medical,1,1834,3,Female,67,3,1,Research Scientist,1,Married,3591,Low,12719,1,Y,No,25,4,3,80,1,3,Entry Level,3,3,3,2,1,2,25-34,$3k-$6k,2-3 yrs,1-2 yrs since promotion,3-5 yrs
38,Mid-Career,No,0,Travel_Rarely,723,Sales,2,4,Marketing,1,1835,2,Female,77,1,2,Sales Representative,4,Married,5405,Low,4244,2,Y,Yes,20,4,1,80,2,20,Mid Level,4,2,4,2,0,3,35-44,$3k-$6k,4-5 yrs,Promoted this year,11-20 yrs
26,Young,No,0,Travel_Rarely,572,Sales,10,3,Medical,1,1836,3,Male,46,3,2,Sales Executive,4,Single,4684,Low,9125,1,Y,No,13,3,1,80,0,5,Entry Level,4,3,5,3,1,2,25-34,$3k-$6k,4-5 yrs,1-2 yrs since promotion,3-5 yrs
58,Senior,No,0,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,1837,1,Male,87,3,4,Research Director,3,Married,15787,High,21624,2,Y,Yes,14,3,2,80,0,23,Senior Level,3,3,2,2,2,2,55+,$15k+,2-3 yrs,1-2 yrs since promotion,20+ yrs
18,Young,No,0,Non-Travel,1431,Research & Development,14,3,Medical,1,1839,2,Female,33,3,1,Research Scientist,3,Single,1514,Low,8018,1,Y,No,16,3,3,80,0,0,Entry Level,4,1,0,0,0,0,Under 25,< $3k,0-1 yrs,Promoted this year,0-2 yrs
31,Mid-Career,Yes,1,Travel_Rarely,359,Human Resources,18,5,Human Resources,1,1842,4,Male,89,4,1,Human Resources,1,Married,2956,Low,21495,0,Y,No,17,3,3,80,0,2,Entry Level,4,3,1,0,0,0,25-34,< $3k,0-1 yrs,Promoted this year,0-2 yrs
29,Young,Yes,1,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,1844,1,Male,56,2,1,Human Resources,1,Divorced,2335,Low,3157,4,Y,Yes,15,3,4,80,3,4,Entry Level,3,3,2,2,2,0,25-34,< $3k,2-3 yrs,1-2 yrs since promotion,3-5 yrs
45,Senior,No,0,Non-Travel,589,Sales,2,4,Life Sciences,1,1845,3,Female,67,3,2,Sales Executive,3,Married,5154,Low,19665,4,Y,No,22,4,2,80,2,10,Junior Level,3,4,8,7,5,7,45-54,$3k-$6k,6-10 yrs,3-5 yrs since promotion,6-10 yrs
36,Mid-Career,No,0,Travel_Rarely,430,Research & Development,2,4,Other,1,1847,4,Female,73,3,2,Research Scientist,2,Married,6962,Low,19573,4,Y,Yes,22,4,4,80,1,15,Mid Level,2,3,1,0,0,0,35-44,$6k-$10k,0-1 yrs,Promoted this year,11-20 yrs
43,Senior,No,0,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,1849,1,Male,92,3,2,Sales Executive,4,Married,5675,Low,19246,1,Y,No,20,4,3,80,1,7,Junior Level,5,3,7,7,7,7,35-44,$3k-$6k,6-10 yrs,5+ yrs since promotion,6-10 yrs
27,Young,No,0,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1,1850,4,Female,53,3,1,Laboratory Technician,4,Single,2379,Low,19826,0,Y,Yes,14,3,3,80,0,6,Junior Level,3,2,5,4,0,2,25-34,< $3k,4-5 yrs,Promoted this year,6-10 yrs
29,Young,No,0,Travel_Frequently,574,Research & Development,20,1,Medical,1,1852,4,Male,40,3,1,Laboratory Technician,4,Married,3812,Low,7003,1,Y,No,13,3,2,80,0,11,Mid Level,3,4,11,8,3,10,25-34,$3k-$6k,10+ yrs,3-5 yrs since promotion,11-20 yrs
32,Mid-Career,No,0,Travel_Frequently,1318,Sales,10,4,Marketing,1,1853,4,Male,79,3,2,Sales Executive,4,Single,4648,Low,26075,8,Y,No,13,3,3,80,0,4,Entry Level,2,4,0,0,0,0,25-34,$3k-$6k,0-1 yrs,Promoted this year,3-5 yrs
42,Senior,No,0,Non-Travel,355,Research & Development,10,4,Technical Degree,1,1854,3,Male,38,3,1,Research Scientist,3,Married,2936,Low,6161,3,Y,No,22,4,2,80,2,10,Junior Level,1,2,6,3,3,3,35-44,< $3k,6-10 yrs,3-5 yrs since promotion,6-10 yrs
47,Senior,No,0,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1,1856,2,Female,64,3,1,Laboratory Technician,3,Single,2105,Low,5411,4,Y,No,12,3,3,80,0,7,Junior Level,2,3,2,2,2,0,45-54,< $3k,2-3 yrs,1-2 yrs since promotion,6-10 yrs
46,Senior,No,0,Travel_Rarely,706,Research & Development,2,2,Life Sciences,1,1857,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578,Medium,19989,3,Y,No,14,3,3,80,1,12,Mid Level,4,2,9,8,4,7,45-54,$6k-$10k,6-10 yrs,3-5 yrs since promotion,11-20 yrs
28,Young,No,0,Non-Travel,280,Human Resources,1,2,Life Sciences,1,1858,3,Male,43,3,1,Human Resources,4,Divorced,2706,Low,10494,1,Y,No,15,3,2,80,1,3,Entry Level,2,3,3,2,2,2,25-34,< $3k,2-3 yrs,1-2 yrs since promotion,3-5 yrs
29,Young,No,0,Travel_Rarely,726,Research & Development,29,1,Life Sciences,1,1859,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384,Low,21143,8,Y,No,17,3,4,80,2,11,Mid Level,3,3,7,0,1,6,25-34,$6k-$10k,6-10 yrs,1-2 yrs since promotion,11-20 yrs
42,Senior,No,0,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,1,1860,4,Male,81,3,1,Laboratory Technician,3,Single,3968,Low,13624,4,Y,No,13,3,4,80,0,8,Junior Level,3,3,0,0,0,0,35-44,$3k-$6k,0-1 yrs,Promoted this year,6-10 yrs
32,Mid-Career,Yes,1,Travel_Rarely,414,Sales,2,4,Marketing,1,1862,3,Male,82,2,2,Sales Executive,2,Single,9907,Medium,26186,7,Y,Yes,12,3,3,80,0,7,Junior Level,3,2,2,2,2,2,25-34,$6k-$10k,2-3 yrs,1-2 yrs since promotion,6-10 yrs
46,Senior,No,0,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,1863,1,Female,45,4,4,Sales Executive,1,Divorced,13225,Medium,7739,2,Y,No,12,3,4,80,1,25,Senior Level,5,3,19,17,2,8,45-54,$10k-$15k,10+ yrs,1-2 yrs since promotion,20+ yrs
27,Young,No,0,Travel_Rarely,728,Sales,23,1,Medical,1,1864,2,Female,36,2,2,Sales Representative,3,Married,3540,Low,7018,1,Y,No,21,4,4,80,1,9,Junior Level,5,3,9,8,5,8,25-34,$3k-$6k,6-10 yrs,3-5 yrs since promotion,6-10 yrs
29,Young,No,0,Travel_Rarely,352,Human Resources,6,1,Medical,1,1865,4,Male,87,2,1,Human Resources,2,Married,2804,Low,15434,1,Y,No,11,3,4,80,0,1,Entry Level,3,3,1,0,0,0,25-34,< $3k,0-1 yrs,Promoted this year,0-2 yrs
43,Senior,No,0,Travel_Rarely,823,Research & Development,6,3,Medical,1,1866,1,Female,81,2,5,Manager,3,Married,19392,High,22539,7,Y,No,13,3,4,80,0,21,Senior Level,2,3,16,12,6,14,35-44,$15k+,10+ yrs,5+ yrs since promotion,20+ yrs
48,Senior,No,0,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,1,1867,4,Male,91,2,5,Research Director,2,Married,19665,High,13583,4,Y,No,12,3,4,80,0,29,Senior Level,3,3,22,10,12,9,45-54,$15k+,10+ yrs,5+ yrs since promotion,20+ yrs
29,Young,Yes,1,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1,1868,4,Male,73,2,1,Research Scientist,4,Single,2439,Low,14753,1,Y,Yes,24,4,2,80,0,1,Entry Level,3,2,1,0,1,0,25-34,< $3k,0-1 yrs,1-2 yrs since promotion,0-2 yrs
46,Senior,Yes,1,Travel_Rarely,1254,Sales,10,3,Life Sciences,1,1869,3,Female,64,3,3,Sales Executive,2,Married,7314,Low,14011,5,Y,No,21,4,3,80,3,14,Mid Level,2,3,8,7,0,7,45-54,$6k-$10k,6-10 yrs,Promoted this year,11-20 yrs
27,Young,No,0,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,1,1870,4,Female,77,2,1,Research Scientist,1,Married,4774,Low,23844,0,Y,No,19,3,4,80,1,8,Junior Level,2,2,7,6,7,3,25-34,$3k-$6k,6-10 yrs,5+ yrs since promotion,6-10 yrs
39,Mid-Career,No,0,Travel_Rarely,835,Research & Development,19,4,Other,1,1871,4,Male,41,3,2,Research Scientist,4,Divorced,3902,Low,5141,8,Y,No,14,3,2,80,3,7,Junior Level,2,3,2,2,2,2,35-44,$3k-$6k,2-3 yrs,1-2 yrs since promotion,6-10 yrs
55,Senior,No,0,Travel_Rarely,836,Research & Development,2,4,Technical Degree,1,1873,2,Male,98,2,1,Research Scientist,4,Married,2662,Low,7975,8,Y,No,20,4,2,80,1,19,Mid Level,2,4,5,2,0,4,55+,< $3k,4-5 yrs,Promoted this year,11-20 yrs
28,Young,No,0,Travel_Rarely,1172,Sales,3,3,Medical,1,1875,2,Female,78,3,1,Sales Representative,2,Married,2856,Low,3692,1,Y,No,19,3,4,80,1,1,Entry Level,3,3,1,0,0,0,25-34,< $3k,0-1 yrs,Promoted this year,0-2 yrs
30,Mid-Career,Yes,1,Travel_Rarely,945,Sales,9,3,Medical,1,1876,2,Male,89,3,1,Sales Representative,4,Single,1081,Low,16019,1,Y,No,13,3,3,80,0,1,Entry Level,3,2,1,0,0,0,25-34,< $3k,0-1 yrs,Promoted this year,0-2 yrs
22,Young,Yes,1,Travel_Rarely,391,Research & Development,7,1,Life Sciences,1,1878,4,Male,75,3,1,Research Scientist,2,Single,2472,Low,26092,1,Y,Yes,23,4,1,80,0,1,Entry Level,2,3,1,0,0,0,Under 25,< $3k,0-1 yrs,Promoted this year,0-2 yrs
